Accession,logFC,-logPval,-logAdjPval,"Abundances (Normalized): F9: 126, Sample","Abundances (Normalized): F9: 127N, Sample","Abundances (Normalized): F9: 127C, Sample","Abundances (Normalized): F9: 128N, Sample","Abundances (Normalized): F9: 128C, Sample","Abundances (Normalized): F9: 129N, Sample","Abundances (Normalized): F9: 129C, Sample","Abundances (Normalized): F9: 130N, Sample","Abundances (Normalized): F9: 130C, Sample","Abundances (Normalized): F9: 131N, Sample"
Q92734,0.0455,0.6545,0.1939,10067.4,10393.9,10494.3,10616.7,10549.1,10074.2,10526.7,10943.8,10813.4,11472.6
O75368,0.07,0.659,0.1939,6697.9,7125.6,6707.9,6412.0,7673.8,7291.3,7324.6,6766.1,7839.5,7088.4
O14618,-0.0443,0.658,0.1939,7630.9,8271.4,7537.0,7855.8,7498.7,7161.8,7732.1,7666.7,7475.1,7572.7
P62714,0.0425,0.6547,0.1939,21435.7,21162.1,22604.6,22410.5,21779.7,21682.2,22730.7,23667.7,21647.1,22970.4
Q8N9T8,0.0657,0.6576,0.1939,471.8,425.8,436.9,387.4,419.2,435.8,427.4,442.8,472.5,459.3
Q86UP2,-0.0302,0.6547,0.1939,24919.3,25156.8,25563.9,25006.4,25598.2,23848.0,25200.7,24511.3,25106.3,24982.9
Q8NHY6,-0.0701,0.6532,0.1939,773.1,765.6,740.2,703.4,747.9,675.0,725.1,641.3,792.3,727.0
Q9NYJ1,0.115,0.6535,0.1939,2613.6,2940.6,2792.7,2840.3,3595.6,3651.4,3078.3,2966.3,3323.1,2946.7
Q13526,0.0426,0.6532,0.1939,5964.7,6388.6,6070.8,6454.2,6463.9,6381.6,6321.6,6285.3,6522.2,6764.7
O15014,0.1533,0.6546,0.1939,81.1,99.2,81.1,86.0,97.0,122.9,95.3,81.4,113.6,85.5
O75367,-0.037,0.6557,0.1939,1282.0,1298.2,1270.3,1267.7,1276.8,1184.0,1218.0,1293.0,1286.9,1254.6
Q9NYH9,0.2229,0.656,0.1939,135.7,145.7,131.4,93.7,141.2,214.4,160.4,146.8,123.9,119.0
Q9Y5B9,-0.0808,0.6555,0.1939,6103.2,6065.2,6248.3,6107.0,6443.8,6517.0,6186.6,6085.0,5539.8,5061.9
Q9NWH9,0.0308,0.6557,0.1939,4372.1,4494.9,4294.2,4275.2,4431.7,4540.7,4460.6,4354.1,4445.7,4538.0
P49916,0.0818,0.6583,0.1939,669.3,733.7,716.9,739.1,727.2,877.1,740.4,792.5,694.6,702.7
Q14258,0.0854,0.6579,0.1939,2966.2,3092.4,3264.2,3187.4,3280.1,4002.7,3298.0,3167.6,3160.5,3185.0
Q4VCS5,0.0464,0.6584,0.1939,31307.5,31684.7,31112.8,31997.3,31081.4,31330.6,31236.2,32054.5,32385.8,35476.9
Q86VI3,0.2404,0.6531,0.1939,296.8,295.9,284.3,314.5,371.8,278.6,279.6,469.2,339.9,540.6
Q96N21,-0.116,0.6574,0.1939,227.5,221.4,230.6,205.9,243.3,212.8,223.5,204.8,240.3,166.3
O60239,-0.0757,0.6552,0.1939,309.6,328.5,347.4,342.1,323.6,288.4,359.0,298.6,318.8,305.3
O95376,-0.0385,0.6532,0.1939,12946.4,12674.3,12925.4,12947.9,13014.6,11706.9,12801.5,12890.3,12653.4,12796.5
Q14061,-0.066,0.6539,0.1939,2953.4,3148.6,3120.4,3201.2,3295.6,3247.5,3098.1,3031.5,2988.8,2671.4
Q3YEC7,-0.0539,0.6531,0.1939,11322.5,11398.7,10996.4,12011.4,11425.8,10189.3,11126.3,10605.1,11685.7,11502.0
Q96F86,-0.0442,0.6545,0.1939,3825.1,4020.3,3832.1,3900.1,3851.9,3820.4,3742.8,3718.4,4027.3,3546.8
Q8NAF0,-0.0422,0.6528,0.1938,1136.5,1022.5,1090.9,1096.9,1067.6,1023.7,1059.8,1059.4,1023.2,1090.7
Q9Y2I1,-0.0544,0.6525,0.1938,1800.4,1611.9,1661.8,1650.9,1815.8,1714.6,1571.3,1593.7,1644.8,1695.1
P10155,-0.0472,0.6521,0.1937,25142.4,25078.4,25874.0,25155.3,24856.5,22698.1,25600.8,25806.0,23804.6,24263.5
P32321,0.0479,0.6513,0.1935,4126.1,4322.7,4141.5,4585.6,4470.1,4297.6,4455.6,4494.8,4423.6,4694.4
Q9Y294,-0.0848,0.6514,0.1935,656.3,642.5,709.4,693.4,815.1,628.8,628.6,722.4,669.2,659.5
Q9H4A6,0.0565,0.6517,0.1935,1259.3,1193.6,1182.0,1283.2,1231.5,1261.0,1188.8,1251.5,1399.1,1301.1
Q7Z7A3,0.0513,0.6502,0.193,390.4,401.3,418.1,399.4,381.2,415.9,386.1,423.7,398.2,439.8
Q7RTS7,-0.9038,0.6498,0.193,444.7,406.4,396.4,398.2,5995.4,375.7,271.8,404.5,453.6,398.2
Q5T200,0.056,0.65,0.193,727.3,757.8,819.2,784.5,864.7,822.6,811.1,823.1,837.2,808.8
Q10570,0.1202,0.6501,0.193,15790.1,15128.0,14891.4,15028.4,15490.8,14860.9,14850.7,15759.4,16667.7,21667.4
P36959,-0.0956,0.6478,0.1918,641.2,727.9,637.4,841.5,711.9,619.6,665.2,663.0,717.5,652.7
P49591,-0.0345,0.6477,0.1918,36829.5,36187.9,35426.7,36593.8,36287.8,33795.0,35979.2,36744.0,34956.0,35616.1
Q5EBL8,-0.1524,0.6478,0.1918,72.9,52.7,67.7,64.8,64.6,47.0,58.2,68.6,51.3,66.7
Q9H814,-0.0426,0.6476,0.1918,6737.7,6871.9,7315.0,7073.3,7054.2,6416.2,6971.3,6747.0,6846.5,7057.0
P49642,-0.0614,0.6467,0.1914,2287.6,2152.8,2159.7,2163.8,2268.2,2039.9,2019.7,1974.2,2327.9,2228.8
Q8TF74,-0.0629,0.6468,0.1914,918.4,987.2,1017.0,947.8,868.5,920.4,979.3,870.7,895.2,868.7
O43447,-0.0376,0.6462,0.1912,15261.2,14802.9,13925.8,14709.2,14673.0,13732.1,14416.0,14565.4,14295.0,14459.0
Q9UBN4,-0.1123,0.6448,0.191,369.3,423.7,336.0,338.9,413.4,319.9,320.9,328.5,366.7,403.6
P42285,0.0301,0.6451,0.191,19934.4,19403.2,19177.9,19533.7,19970.0,19765.6,19580.6,19879.5,20561.3,20305.6
O00762,-0.0564,0.6454,0.191,9118.4,9018.0,8084.6,9129.6,8786.2,7891.6,8885.4,8584.5,8771.3,8306.6
Q9Y2G5,-0.0797,0.6451,0.191,278.4,279.0,237.4,254.4,245.7,274.8,250.5,236.4,234.3,229.3
O60506,-0.0537,0.6456,0.191,17616.8,16299.1,15505.8,15723.9,16217.3,15852.7,15382.7,15023.9,16784.9,15326.4
Q9BYT8,-0.0372,0.6441,0.1905,17479.9,17433.4,16718.2,17133.9,17567.1,15922.2,16823.7,17285.7,16779.9,17347.6
Q0VDG4,-0.0442,0.6438,0.1904,4478.1,4559.0,4473.1,4448.8,4362.0,4010.7,4429.1,4537.4,4248.7,4439.4
Q9H0B6,-0.0413,0.6428,0.1899,4780.0,4709.3,4417.7,4521.8,4525.8,4436.6,4503.4,4300.4,4697.7,4369.2
Q00341,-0.0523,0.6426,0.1899,4544.6,4443.6,4375.9,4420.2,4770.6,4586.0,4598.2,4149.2,4331.8,4101.4
P59998,-0.0462,0.6431,0.1899,7319.6,7334.3,7360.7,7045.8,7048.4,6449.7,7237.5,7151.5,6890.7,7267.9
Q93075,-0.1546,0.6417,0.1895,274.7,355.6,297.0,336.5,437.6,329.7,330.7,294.2,304.2,256.2
O94979,-0.0381,0.6419,0.1895,24863.3,23984.7,23403.5,24101.2,24172.6,22310.2,23207.9,23437.3,24515.2,23953.6
Q5R372,-0.0316,0.6409,0.1889,5192.9,5150.9,5240.1,5178.4,5202.5,5002.9,5022.4,5118.3,4941.8,5325.5
Q9GZL7,-0.0433,0.6403,0.1888,13975.9,14149.9,14036.3,14056.0,14095.9,12695.1,14221.8,14253.9,13250.7,13880.9
Q8IVD9,-0.0448,0.6403,0.1888,6776.3,6669.2,6663.6,6810.4,6958.1,6828.8,6255.2,6190.0,6766.9,6828.1
P17812,0.0353,0.6386,0.1874,29198.6,28738.0,28591.1,29023.5,28253.9,27986.2,30398.1,30454.9,29215.9,29373.4
Q96K17,0.093,0.6382,0.1873,6431.7,7144.9,7584.3,6990.4,6881.1,8766.5,6706.5,6966.9,7184.6,7863.9
A3KMH1,0.1071,0.6378,0.1871,104.6,102.4,101.9,87.3,118.2,95.8,108.6,112.2,124.3,112.5
O43747,-0.0449,0.6374,0.1871,23150.9,22039.5,21513.9,21974.4,23610.8,20527.0,21565.8,22032.1,22432.1,22280.4
Q9NW75,-0.138,0.6369,0.1871,73.9,110.9,100.6,90.4,74.9,80.8,84.8,75.1,84.8,79.3
P23588,-0.059,0.6369,0.1871,39639.1,42649.3,42287.8,43623.3,39555.4,38740.8,44242.6,38364.6,39592.5,38617.3
P08754,0.0422,0.6372,0.1871,1656.1,1661.6,1591.0,1640.2,1693.0,1820.5,1653.4,1679.3,1707.5,1630.2
Q9HA77,0.0355,0.636,0.1865,4805.3,4907.4,4715.7,5022.1,5012.5,4884.7,5202.0,5028.3,5058.9,4898.1
Q9Y3D8,-0.0441,0.6352,0.1859,2277.9,2051.5,2064.1,2124.3,2249.2,2107.5,2094.8,2105.2,2019.3,2107.9
Q9UQ03,-0.0718,0.6339,0.1857,434.7,465.3,429.8,406.9,492.0,430.6,425.6,386.8,422.4,453.2
Q8IYH5,0.1652,0.6333,0.1857,380.5,358.0,328.9,333.7,351.0,390.6,340.6,312.2,407.0,550.3
Q8IZL8,-0.0475,0.6346,0.1857,7153.6,7055.6,6626.7,7062.6,7056.1,6312.2,6819.4,6813.9,7227.0,6669.2
Q15413,-0.0813,0.6334,0.1857,369.8,312.2,352.3,376.9,336.9,303.7,332.4,317.9,326.2,372.2
Q53HC9,-0.0398,0.6335,0.1857,6869.9,6885.4,6785.9,6938.3,6991.3,6247.2,6791.3,6960.2,6639.3,6917.8
O00743,-0.0441,0.6342,0.1857,8100.2,8047.8,8212.7,7789.1,8139.7,7269.0,7960.6,8225.9,7655.0,7995.3
Q9BZ68,-0.1022,0.6343,0.1857,180.9,176.9,205.5,212.4,218.5,181.9,186.9,209.7,188.0,159.8
Q15796,-0.047,0.6329,0.1855,1057.2,1068.6,1040.3,1129.9,1081.9,986.6,1067.3,1068.1,992.0,1094.0
Q9H4A4,-0.0416,0.6321,0.1854,30443.3,28992.4,28802.4,29694.4,30951.0,27215.0,28807.6,30019.9,29344.7,29284.9
P11171,-0.0373,0.6322,0.1854,12028.3,11956.2,11559.5,11664.3,11887.2,11279.2,11560.3,11101.9,12240.1,11431.3
Q96IZ0,-0.0521,0.6322,0.1854,6559.8,6151.0,6174.4,6542.3,6677.2,5681.5,6351.1,6102.3,6418.8,6428.5
Q13503,0.036,0.6313,0.185,543.1,546.9,553.4,529.7,559.7,534.2,577.7,561.7,552.3,576.6
Q8TBM8,-0.0689,0.6312,0.185,82.0,86.8,82.8,70.2,81.2,80.1,78.6,75.7,72.1,77.0
Q13185,-0.0593,0.6284,0.1824,11544.7,10822.3,11704.3,11755.4,10950.8,10223.5,11687.0,11562.2,10187.2,10889.9
P62308,0.0337,0.6255,0.1815,4304.2,4206.9,4355.3,4183.7,4404.7,4445.7,4541.7,4271.2,4435.7,4269.3
P31942,-0.0538,0.6222,0.1815,1739.8,1799.1,1711.0,1568.1,1746.1,1701.8,1750.7,1582.3,1593.5,1620.1
Q7Z3U7,-0.0402,0.6248,0.1815,5087.3,4905.1,4843.6,4901.1,5318.1,4761.5,4755.1,4963.6,4833.3,5045.6
Q13617,-0.0486,0.6235,0.1815,32661.6,31189.4,30848.9,31387.3,31924.9,27768.5,31303.8,31927.4,31414.7,30518.7
Q9BVL2,-0.0707,0.6214,0.1815,2603.4,3007.7,2760.1,3022.9,2720.3,2614.5,3011.6,2616.9,2661.8,2535.9
Q5PSV4,-0.1818,0.6218,0.1815,168.5,162.2,154.2,164.3,171.6,149.9,156.6,139.7,195.5,98.7
Q05DH4,-0.0915,0.6228,0.1815,176.9,161.6,214.2,169.9,171.7,159.5,181.9,165.2,157.6,172.2
Q9NU19,-0.0736,0.6224,0.1815,504.2,450.7,493.3,484.8,508.7,400.2,473.4,497.4,471.4,482.2
P48449,0.1014,0.6266,0.1815,276.5,317.9,322.0,299.3,322.6,337.4,296.2,288.4,384.6,350.3
P42677,-0.065,0.6242,0.1815,2006.8,2005.6,1841.6,1958.3,2023.8,1761.2,1891.1,1818.7,2134.3,1814.1
Q14493,-0.0487,0.6244,0.1815,1051.6,1082.9,1111.9,1142.1,1035.5,1048.5,1069.3,1112.6,985.6,1028.7
P27348,-0.052,0.6217,0.1815,31918.4,32652.5,32788.1,33152.6,31964.8,28815.8,33893.8,32691.3,31233.0,30322.8
P43243,-0.0449,0.6256,0.1815,5860.4,5772.4,5683.2,5751.8,5927.5,5730.5,5604.9,6040.8,5252.7,5504.1
Q6ZU65,-0.1097,0.6255,0.1815,827.0,819.0,893.7,915.7,870.2,788.0,830.7,996.0,733.5,689.6
Q9Y285,-0.0401,0.6246,0.1815,7173.4,6586.0,6875.9,6781.0,6791.9,6550.6,6553.8,6418.4,7013.5,6737.8
Q9BV19,0.0527,0.6246,0.1815,2450.7,2720.1,2687.5,2522.1,2719.6,2712.2,2659.7,2587.2,2704.2,2922.4
Q9BUP0,0.061,0.6257,0.1815,394.4,389.7,398.8,364.8,389.0,456.9,390.3,384.5,391.0,400.8
Q9NVA1,-0.0685,0.6235,0.1815,1024.9,1026.5,984.5,1073.8,1063.8,867.9,989.6,1089.0,1023.0,975.2
Q5GLZ8,-0.0514,0.6251,0.1815,614.1,589.8,652.9,579.6,652.9,581.3,589.8,612.4,576.0,619.3
Q9NP77,0.0298,0.6231,0.1815,5176.7,5271.7,4965.1,5200.5,5143.0,5136.7,5246.8,5287.1,5369.7,5250.8
P61026,-0.0391,0.6215,0.1815,11727.0,11148.2,11269.6,11573.5,10999.5,10483.3,11514.0,11256.7,10827.5,11132.1
Q9Y570,-0.0483,0.6216,0.1815,20913.3,20628.1,19498.7,20712.3,20235.1,18007.2,20292.6,20167.1,19698.6,20539.6
Q9GZN8,-0.0385,0.6215,0.1815,6176.5,6065.8,6303.6,6492.2,6341.7,5752.2,6312.5,6159.3,6133.9,6202.1
P54826,0.3334,0.6213,0.1815,143.4,109.5,132.6,106.1,133.6,106.0,141.7,131.0,141.7,336.1
Q96MX6,0.058,0.6264,0.1815,5549.6,5305.6,5407.9,5657.1,5594.6,5484.8,5359.4,5620.6,6398.6,5828.4
Q96GC5,0.0472,0.6228,0.1815,1326.4,1338.0,1277.5,1331.6,1342.6,1392.2,1283.6,1381.0,1474.4,1312.0
O95373,-0.0459,0.6209,0.1813,39801.3,37673.5,38664.2,37811.1,40080.5,34574.1,37881.0,39031.0,37936.4,38641.3
P0C1Z6,-0.0568,0.6201,0.1808,257.7,241.5,257.4,259.3,285.1,244.8,234.0,256.8,258.1,256.2
P38571,-0.0697,0.6199,0.1808,6949.9,6809.1,6691.4,6980.2,7279.9,5784.3,6920.3,7039.1,6345.3,7068.0
A5PL33,-0.1392,0.6195,0.1806,158.9,142.8,117.3,146.7,157.0,139.9,125.0,128.0,158.9,106.4
Q9BQI0,0.0539,0.6192,0.1805,3427.1,3416.1,3401.7,3256.7,3762.2,3452.0,3576.6,3466.9,3851.2,3568.2
Q96M86,0.7323,0.6189,0.1805,45.2,28.7,47.5,31.7,51.8,24.9,30.3,165.9,47.6,214.9
Q9P2S5,0.0528,0.6183,0.18,895.6,974.5,984.9,983.2,952.2,968.5,945.9,1013.3,962.4,1081.7
Q9ULX3,-0.0467,0.6175,0.1795,3506.6,3622.6,3302.2,3349.7,3488.4,3228.9,3451.8,3264.5,3551.5,3226.6
Q96DE0,-0.0388,0.6168,0.1791,5911.5,6041.2,5937.1,5812.4,6003.1,5368.6,5853.8,5883.5,5957.8,5871.7
O95208,0.0393,0.6158,0.1787,1735.8,1875.6,1866.6,1894.4,1905.1,1898.0,1882.0,1881.0,1876.3,1993.4
P07910,-0.0422,0.6157,0.1787,13817.5,12798.5,12420.7,13160.6,13288.4,12829.2,12683.4,13263.1,12624.1,12181.7
Q96CW6,-0.0706,0.6161,0.1787,1106.1,1066.8,1096.9,1008.8,1021.2,897.6,1078.7,1025.3,956.7,1099.1
Q15382,-0.0416,0.6152,0.1786,5241.8,5038.3,4867.9,4844.2,4933.2,4585.6,5016.3,4989.0,4892.7,4737.1
P61006,0.0392,0.6154,0.1786,3472.3,3485.2,3444.2,3567.0,3418.7,3642.2,3775.4,3408.2,3614.8,3437.1
O43396,-0.0348,0.6143,0.1779,8743.4,8477.6,8482.8,8711.6,8761.6,8093.8,8323.2,8293.1,8809.1,8644.2
P40616,0.064,0.6135,0.1773,3160.3,2916.4,2892.8,3223.7,3123.2,2899.1,3346.2,3210.7,3105.6,3463.9
Q9UQL6,-0.1039,0.6131,0.1772,133.1,124.5,128.9,126.1,134.3,127.5,114.7,96.7,129.3,138.0
O75122,-0.0407,0.6118,0.1768,825.2,820.3,864.5,888.2,826.5,847.2,830.8,815.5,835.7,777.8
O60610,-0.0415,0.6118,0.1768,25005.0,23636.4,22973.8,23223.3,24444.5,22221.4,22806.3,22872.7,24227.2,23774.3
O75323,0.0309,0.6104,0.1768,7400.5,7836.9,7483.6,7656.8,7557.9,7559.0,7594.9,7847.9,7811.0,7944.4
Q02543,0.0388,0.6124,0.1768,17357.8,18962.2,17149.4,18046.3,17783.4,18109.8,18169.8,18201.3,19080.2,18136.2
Q12986,-0.0878,0.6115,0.1768,218.1,233.4,254.6,211.9,206.5,211.7,220.5,224.0,219.8,182.0
Q8TEX9,-0.0428,0.6108,0.1768,21610.8,21373.9,20515.9,20930.7,22014.7,19156.9,20794.6,21309.7,20779.5,21340.0
Q86X27,-0.0504,0.6107,0.1768,1360.0,1360.1,1329.0,1438.5,1536.9,1321.3,1345.5,1338.8,1355.9,1414.1
Q8WTS6,-0.0499,0.6105,0.1768,891.3,801.0,823.9,857.9,910.3,872.5,794.0,827.2,827.5,814.9
P23511,-0.1227,0.6118,0.1768,1306.7,1672.5,1302.7,1838.9,1466.0,1304.8,1546.4,1273.8,1415.1,1379.1
P62854,-0.0345,0.6109,0.1768,8430.7,8478.5,7911.6,8100.6,8134.4,7786.7,7902.1,8043.5,8302.8,8045.9
P63098,0.093,0.6093,0.1766,5419.3,4429.1,5614.7,5303.7,5633.8,5045.7,5367.6,6252.6,5723.8,5733.7
Q9NQ29,-0.0477,0.6096,0.1766,3843.3,3818.1,3565.0,4034.5,3742.0,3515.3,3666.3,3605.5,3913.4,3681.9
P82664,-0.0537,0.6095,0.1766,579.7,560.8,540.2,571.2,588.8,529.7,526.5,528.1,547.9,607.7
Q9UQB8,-0.1032,0.6097,0.1766,111.3,112.2,112.9,107.5,138.4,113.8,113.6,98.1,120.6,95.9
O60287,0.0692,0.6069,0.1762,212.0,232.9,230.6,233.6,216.0,251.6,238.6,237.2,249.4,205.6
Q9HD42,-0.0463,0.6086,0.1762,12790.4,13000.6,12741.6,13513.1,12147.3,11637.2,13075.1,12536.2,12658.0,12267.6
Q9UJ68,-0.1444,0.6078,0.1762,109.1,113.3,135.7,107.5,91.6,93.7,111.7,83.3,119.9,95.8
Q6NS38,-0.0867,0.6079,0.1762,141.9,133.3,120.9,140.9,128.5,128.1,133.6,111.7,140.2,114.4
P63173,0.0788,0.6064,0.1762,10443.9,10487.3,9079.6,9438.7,10156.4,10306.4,9672.5,9677.0,11814.5,10992.9
Q8N0T1,-0.0626,0.6076,0.1762,355.2,324.8,313.8,327.2,335.0,289.5,300.4,323.8,333.3,340.4
Q96PE7,0.12,0.6083,0.1762,75.6,62.6,82.1,73.1,75.1,66.3,74.5,79.4,90.9,90.7
Q9BQK8,0.0347,0.6068,0.1762,1955.4,1934.5,1866.9,1891.1,2012.6,1913.0,1948.7,2016.0,2031.8,1985.1
Q9Y315,0.0404,0.6065,0.1762,6730.0,6669.3,6444.1,6381.0,6478.3,6330.3,6574.7,6850.0,7071.4,6822.5
O14732,-0.1776,0.6075,0.1762,2998.0,3253.9,5370.0,3208.7,3149.0,3405.0,3122.3,3169.0,2838.0,2991.5
Q12802,-0.0272,0.6073,0.1762,1622.1,1669.1,1648.8,1614.6,1640.3,1573.2,1610.8,1596.8,1604.0,1657.5
P18615,-0.035,0.6056,0.1759,6576.5,6328.7,6557.9,6863.3,6599.9,6243.8,6422.9,6327.3,6696.6,6444.7
Q5TAX3,-0.1702,0.6057,0.1759,60.4,76.2,71.3,79.7,65.5,73.7,68.1,53.9,75.5,46.5
Q9GZS1,-0.0574,0.6049,0.1756,1647.1,1550.9,1748.9,1673.8,1612.7,1680.4,1572.7,1599.4,1634.3,1430.7
Q9UGY1,0.0785,0.605,0.1756,769.2,789.1,795.8,733.7,680.9,785.6,815.7,693.1,814.4,875.8
Q99447,-0.0321,0.6043,0.1752,6076.8,6048.1,5873.4,5859.7,5911.0,5674.0,5821.2,5807.9,5709.4,6108.9
Q9H267,-0.0501,0.6029,0.1748,1570.6,1508.0,1492.2,1500.0,1593.5,1624.1,1405.8,1419.8,1474.7,1485.6
Q9NQH7,0.0316,0.6036,0.1748,8260.7,8462.5,8177.4,8323.1,8232.7,8150.4,8711.4,8574.1,8269.0,8681.1
Q53FT3,-0.0721,0.6027,0.1748,3807.9,3790.5,3618.3,3763.2,3820.1,3087.1,3733.8,3957.3,3448.5,3717.4
Q9NR09,-0.0391,0.6033,0.1748,28663.8,27610.3,27026.0,27454.7,28164.7,25512.1,26926.1,26791.7,28471.8,27562.2
P14635,0.0494,0.6027,0.1748,5727.9,5408.1,5230.2,5644.1,5361.3,5394.7,5735.3,5391.2,6092.1,5724.9
Q8TAV0,0.0511,0.6022,0.1746,1909.8,1849.4,1826.6,1922.9,1838.2,1996.2,2070.6,1887.7,1978.6,1763.4
Q12972,-0.0384,0.6016,0.1741,3325.7,2996.0,3094.4,3228.7,3254.9,3080.9,3056.6,3069.2,3186.9,3079.8
Q02809,0.1905,0.599,0.1739,92.1,99.7,78.5,98.2,118.4,120.6,95.7,96.8,92.0,157.8
Q8N3X1,-0.0337,0.5986,0.1739,7714.3,7964.5,7888.1,8379.1,8032.9,7570.3,7879.9,7961.6,7703.3,7932.7
Q9H8H2,0.1509,0.5991,0.1739,47.7,36.2,37.5,53.2,47.3,48.6,55.6,40.0,54.7,46.5
P14649,0.0378,0.6,0.1739,1176.0,1172.0,1096.9,1158.1,1183.8,1136.3,1217.5,1231.6,1171.0,1184.2
O14920,0.1525,0.6009,0.1739,411.2,472.9,466.2,401.4,435.2,684.9,449.7,489.3,433.9,410.8
Q9NRX1,0.0286,0.5989,0.1739,2932.5,2980.7,2836.8,2830.2,2884.0,2896.9,2907.5,2978.2,2998.4,2970.9
Q7L1V2,-0.0318,0.6005,0.1739,489.3,482.5,501.9,479.3,489.7,465.8,491.8,463.9,476.4,492.0
Q9NR19,0.06,0.5987,0.1739,1062.5,1028.1,1011.4,1012.2,1182.1,1173.3,1048.3,1067.3,1088.5,1139.1
P26440,0.0434,0.5998,0.1739,5487.6,5454.5,5220.0,5417.4,5657.3,5357.7,5377.5,5694.4,5674.4,5979.4
Q9BQP7,-0.0335,0.5996,0.1739,7088.3,6765.7,6633.2,6955.9,6694.3,6467.6,6690.4,6680.5,6911.5,6601.9
Q92990,-0.0406,0.6003,0.1739,16970.4,16532.2,16343.1,16381.5,17054.6,15136.4,16041.9,16184.5,17099.4,16559.4
Q96LB3,0.0638,0.6009,0.1739,625.1,671.7,601.4,674.8,706.3,695.3,643.3,652.5,694.8,740.3
Q9UHR5,-0.0387,0.5977,0.1732,7381.9,7694.3,7626.2,8146.9,8069.1,7413.7,7541.3,7454.7,7813.0,7647.7
P12277,0.0277,0.5964,0.1731,21863.1,21801.3,22117.6,22027.0,22255.9,22689.7,21989.9,22247.8,23265.0,22027.9
Q8N6R0,0.1008,0.5972,0.1731,445.2,414.4,423.9,425.5,446.7,439.2,404.2,513.3,416.8,555.1
Q6PI26,0.0539,0.5967,0.1731,566.8,486.0,568.0,562.2,551.3,573.4,547.3,555.8,574.9,582.9
O94855,0.0458,0.5966,0.1731,4707.6,4694.7,4916.9,4755.9,5018.6,5167.0,4763.7,4827.5,5324.7,4804.0
Q3MHD2,-0.0453,0.5972,0.1731,4100.8,4251.4,3874.8,4090.9,4039.5,3908.5,4185.3,3840.3,4076.9,3725.9
Q6UXN9,-0.0408,0.5962,0.173,12580.2,12522.2,12553.8,12695.2,12316.5,11224.7,12418.5,12524.6,12123.1,12683.3
Q6PJ69,0.1124,0.5953,0.1728,1133.2,1068.5,1054.6,1070.3,1094.1,1223.6,1107.6,969.6,1132.2,1484.0
P25789,-0.0396,0.5953,0.1728,28994.6,27499.2,28120.8,27969.5,27785.5,25511.3,28265.4,28322.0,27688.1,26863.8
O00571,-0.0547,0.5954,0.1728,10261.6,9702.5,9791.7,10313.3,10040.2,10568.8,9631.3,9983.5,9249.2,8884.5
Q9NXH9,0.0283,0.5931,0.1726,17281.6,17914.2,18294.5,17932.4,17512.6,18160.4,18047.7,18514.8,17759.8,18206.2
Q8WXD5,0.0441,0.5943,0.1726,4318.8,4484.4,4479.5,4626.9,4643.2,4317.1,4575.2,4821.7,4708.7,4842.1
Q9P035,0.0877,0.5941,0.1726,195.9,171.8,185.5,191.3,157.8,192.0,181.5,195.0,173.2,217.0
Q9HD45,-0.1448,0.5926,0.1726,308.3,382.0,342.2,303.4,367.9,386.8,251.0,274.8,352.8,289.3
P37275,0.0603,0.5928,0.1726,2591.0,2804.7,2861.7,2770.1,2836.4,3059.3,2677.6,2871.4,3149.5,2717.9
Q9Y484,0.0373,0.5943,0.1726,2793.6,2847.4,2613.3,2726.3,2792.7,2719.9,2792.5,2830.2,2843.6,2946.2
O60921,0.0444,0.5926,0.1726,2355.0,2403.2,2399.0,2487.9,2510.5,2311.7,2597.5,2511.0,2504.1,2619.6
Q8N5I9,-0.0664,0.5933,0.1726,2481.5,2992.4,2751.9,2924.2,2824.3,2874.9,2720.7,2480.1,2613.2,2644.8
Q9Y224,-0.0646,0.5948,0.1726,5797.5,5957.8,5310.1,5392.1,5988.7,5745.3,5472.2,5089.0,5852.2,5056.2
P11802,-0.0298,0.5926,0.1726,10218.4,10159.6,9995.0,10113.6,10143.9,9467.8,9826.7,10117.7,10043.3,10154.5
Q16851,0.0297,0.5926,0.1726,17436.5,17379.4,17324.9,17308.9,16835.6,16970.0,17484.0,17686.7,17700.4,18255.1
P13639,0.0351,0.5921,0.1723,187258.4,192469.2,189988.0,195747.7,187615.7,187285.0,200837.0,203277.6,189302.8,196230.4
Q15459,-0.0353,0.5911,0.1715,34739.9,34385.2,33155.3,34448.0,34129.9,32680.4,33496.0,32202.8,35410.7,33007.6
Q9H000,0.1282,0.5904,0.1711,815.2,849.6,805.4,860.0,952.4,908.0,845.7,966.7,1225.5,783.1
Q8IYB8,-0.0364,0.5894,0.1707,3112.8,2913.9,2989.0,3068.5,2958.3,3047.8,2869.1,2814.1,3016.0,2923.0
Q9UNY4,0.0736,0.5879,0.1707,186.7,198.3,201.1,210.7,211.3,204.6,217.8,242.7,207.1,191.0
O43708,0.0606,0.5879,0.1707,3252.5,3189.5,3357.3,3277.3,3289.5,3558.2,3143.6,3681.2,3113.5,3613.7
Q9UDV7,-0.2682,0.5888,0.1707,59.1,82.6,41.0,99.7,54.6,51.5,64.8,54.4,57.5,41.2
Q9Y697,0.0303,0.5874,0.1707,6859.9,6794.4,6511.9,6827.8,6934.1,7001.4,6692.2,6943.5,7054.5,6954.7
Q9Y6I3,-0.0442,0.5874,0.1707,7613.4,7955.5,7591.1,8146.4,7737.2,6967.4,7672.6,7622.6,7789.9,7832.5
